transaction_id,date,account_key,department_key,vendor_key,product_key,customer_key,amount,approval_status,procurement_method,approver_id,approval_date,purchase_order_number,contract_reference
45913,2024-02-07,2,20,349,96,539,14.31,Approved,Quotes,486,2024-02-13,,
45914,2024-02-18,2,16,335,18,195,84.77,Approved,RFP,732,2024-02-23,,
45915,2024-02-23,3,12,222,25,894,164.98,Approved,RFP,788,2024-03-03,PO-730799,
45916,2024-02-26,3,15,12,70,869,346.96,Approved,RFP,700,2024-02-28,,
45917,2024-02-18,3,38,474,52,259,298.43,Approved,Quotes,184,2024-02-29,PO-529383,
45918,2024-02-18,2,20,849,52,329,123.53,Rejected,RFP,996,2024-02-27,,
45919,2024-02-03,2,29,113,84,271,11.65,Approved,RFP,482,2024-02-16,PO-265705,
45920,2024-02-21,3,11,166,36,599,108.91,Approved,Contract,326,2024-02-23,PO-629264,CTR-2024-5761
45921,2024-02-26,1,39,879,89,177,88.73,Approved,Contract,549,2024-03-07,PO-985487,CTR-2024-2339
45922,2024-02-13,1,26,508,94,396,179.48,Approved,Contract,101,2024-02-22,PO-749901,CTR-2020-1691
45923,2024-02-09,2,37,175,79,120,357.12,Approved,Quotes,648,2024-02-17,PO-807841,CTR-2024-7735
45924,2024-02-14,3,19,580,62,2,328.84,Approved,Contract,494,2024-02-23,PO-453577,CTR-2024-6833
45925,2024-02-03,1,19,208,64,363,150.32,Approved,Emergency,955,2024-02-05,PO-973850,
45926,2024-02-12,3,17,204,87,898,93.31,Pending,RFP,,,PO-277085,CTR-2020-8460
45927,2024-02-11,3,12,421,8,211,140.17,Approved,RFP,59,2024-02-18,PO-809559,
45928,2024-02-04,3,38,188,65,590,107.68,Approved,RFP,649,2024-02-11,PO-606488,
45929,2024-02-06,3,19,405,26,861,121.61,Approved,Quotes,771,2024-02-08,PO-362707,
45930,2024-02-22,1,35,108,5,153,131.43,Approved,RFP,990,2024-03-01,,
45931,2024-02-17,1,14,846,99,599,168.93,Approved,RFP,987,2024-02-18,,CTR-2024-7348
45932,2024-02-04,3,38,217,58,804,274.72,Approved,RFP,270,2024-02-12,PO-999399,
45933,2024-02-05,2,29,488,88,994,200.42,Rejected,Quotes,839,2024-02-12,PO-274516,
45934,2024-02-09,3,14,831,35,900,250.82,Approved,RFP,475,2024-02-19,PO-816421,
45935,2024-02-04,3,34,232,14,842,1.04,Approved,RFP,141,2024-02-07,PO-409634,CTR-2024-1210
45936,2024-02-12,3,12,125,100,742,199.38,Rejected,Contract,235,2024-02-24,PO-742015,CTR-2022-7476
45937,2024-02-19,1,23,607,32,504,69.93,Rejected,RFP,261,2024-02-22,PO-567147,
45938,2024-02-21,1,11,104,14,90,253.79,Approved,Contract,776,2024-03-03,PO-567600,CTR-2022-3727
45939,2024-02-21,2,39,309,91,992,342.47,Approved,RFP,162,2024-02-26,PO-442436,
45940,2024-02-15,3,24,802,74,841,348.28,Rejected,RFP,843,2024-02-16,PO-488702,
45941,2024-02-13,1,25,727,44,988,111.31,Pending,Quotes,,,PO-132401,CTR-2025-1871
45942,2024-02-01,1,35,848,83,825,37.58,Approved,Contract,663,2024-02-12,,CTR-2021-6630
45943,2024-02-03,3,17,211,44,123,125.44,Pending,RFP,,,PO-210587,
45944,2024-02-08,2,19,381,29,342,273.64,Rejected,RFP,803,2024-02-15,PO-794452,
45945,2024-02-07,1,31,734,72,909,231.58,Approved,Emergency,58,2024-02-08,PO-725208,
45946,2024-02-11,2,40,524,51,859,106.52,Approved,Quotes,480,2024-02-12,PO-260977,
45947,2024-02-13,3,36,806,90,872,299.07,Approved,Quotes,816,2024-02-24,,
45948,2024-02-01,2,29,21,9,503,333.46,Approved,Contract,777,2024-02-06,,CTR-2025-4155
45949,2024-02-14,2,28,331,20,733,130.39,Pending,Emergency,,,PO-989810,
45950,2024-02-23,3,33,522,10,450,99.01,Pending,RFP,,,,
45951,2024-02-08,2,19,597,16,971,36.17,Approved,Quotes,853,2024-02-10,PO-798732,
45952,2024-02-27,3,38,302,50,101,133.53,Approved,RFP,387,2024-03-07,,CTR-2021-3658
45953,2024-02-02,3,18,59,75,500,345.23,Pending,RFP,,,PO-671586,CTR-2021-9640
45954,2024-02-22,1,25,315,30,948,265.21,Approved,RFP,21,2024-03-05,PO-582146,
45955,2024-02-10,3,40,833,99,213,121.32,Pending,RFP,,,PO-294625,
45956,2024-02-16,3,39,307,31,559,48.23,Pending,Quotes,,,,
45957,2024-02-16,3,12,169,48,592,278.49,Pending,Emergency,,,,CTR-2024-1160
45958,2024-02-15,2,40,461,9,340,100.86,Approved,RFP,757,2024-02-25,PO-420471,
45959,2024-02-12,3,24,957,31,898,94.72,Approved,RFP,635,2024-02-14,PO-664303,
45960,2024-02-10,1,32,660,14,626,187.43,Approved,Quotes,460,2024-02-21,PO-563102,
45961,2024-02-08,1,18,183,12,309,334.98,Approved,RFP,322,2024-02-13,,
45962,2024-02-17,3,22,193,92,486,12.71,Approved,Quotes,189,2024-02-26,PO-859595,CTR-2023-8785
45963,2024-02-09,3,21,523,8,606,29.1,Approved,Emergency,35,2024-02-18,,
45964,2024-02-18,3,39,444,4,941,163.96,Rejected,Emergency,523,2024-02-26,PO-687269,
45965,2024-02-24,2,27,624,96,414,233.38,Approved,Contract,702,2024-03-09,,CTR-2023-9558
45966,2024-02-19,2,15,419,69,132,301.26,Pending,Quotes,,,,
45967,2024-02-12,1,23,151,44,50,239.65,Approved,Contract,696,2024-02-21,PO-931631,CTR-2024-8492
45968,2024-02-05,3,23,786,93,700,275.79,Approved,Contract,300,2024-02-06,PO-115950,CTR-2021-9542
45969,2024-02-02,3,24,922,87,48,196.1,Approved,RFP,408,2024-02-16,,
45970,2024-02-14,1,38,467,34,293,258.3,Rejected,RFP,37,2024-02-24,PO-765138,CTR-2021-6950
45971,2024-02-13,1,24,835,54,496,314.69,Approved,Contract,8,2024-02-22,PO-361827,CTR-2021-7015
45972,2024-02-06,2,26,620,73,733,268.71,Approved,RFP,349,2024-02-18,PO-579827,
45973,2024-02-02,3,16,844,24,254,200.75,Pending,Quotes,,,PO-592365,CTR-2022-1498
45974,2024-02-12,1,35,512,52,811,96.05,Pending,RFP,,,,CTR-2020-7344
45975,2024-02-23,3,21,180,60,33,41.97,Approved,Quotes,707,2024-02-25,PO-566733,
45976,2024-02-14,2,38,737,53,292,134.57,Approved,RFP,625,2024-02-16,PO-155362,
45977,2024-02-16,2,22,108,8,205,355.48,Approved,RFP,122,2024-02-23,,
45978,2024-02-16,2,18,241,58,950,205.24,Approved,RFP,155,2024-02-25,PO-719043,
45979,2024-02-24,3,11,513,97,382,118.92,Pending,Contract,,,,CTR-2023-9847
45980,2024-02-17,3,16,215,49,766,67.13,Approved,Contract,665,2024-02-29,,CTR-2023-4503
45981,2024-02-13,1,29,881,81,1000,220.03,Approved,Quotes,207,2024-02-16,PO-153109,CTR-2024-6339
45982,2024-02-01,1,36,261,9,305,195.02,Approved,RFP,458,2024-02-12,PO-896191,
45983,2024-02-16,3,14,508,44,324,172.7,Pending,Quotes,,,,CTR-2021-7045
45984,2024-02-15,3,25,181,27,410,175.9,Rejected,Quotes,998,2024-02-25,PO-595571,
45985,2024-02-13,3,27,451,82,650,236.48,Approved,Contract,321,2024-02-27,,CTR-2020-9391
45986,2024-02-05,3,24,5,35,511,274.05,Approved,RFP,101,2024-02-08,PO-831994,
45987,2024-02-12,2,19,575,78,315,121.59,Approved,Contract,442,2024-02-15,,CTR-2024-5974
45988,2024-02-27,1,14,302,86,659,65.45,Approved,RFP,839,2024-03-04,PO-154986,
45989,2024-02-16,2,28,277,18,110,284.29,Pending,Contract,,,PO-971634,CTR-2020-5498
45990,2024-02-26,3,20,566,73,721,211.51,Approved,Contract,823,2024-03-05,,CTR-2021-1469
45991,2024-02-26,2,13,458,60,590,336.15,Approved,Quotes,839,2024-03-01,,
45992,2024-02-26,2,15,655,88,549,353.08,Approved,Quotes,797,2024-03-11,PO-423765,
45993,2024-02-15,3,22,574,40,95,51.66,Approved,Quotes,942,2024-02-28,,
45994,2024-02-27,3,36,31,72,133,80.44,Approved,RFP,703,2024-03-11,PO-510107,
45995,2024-02-03,2,21,603,64,559,262.88,Approved,Contract,685,2024-02-11,PO-791478,CTR-2024-8493
45996,2024-02-12,1,37,923,79,789,39.81,Pending,Quotes,,,PO-289661,
45997,2024-02-03,2,11,557,19,153,51.8,Pending,Contract,,,PO-453237,CTR-2024-1692
45998,2024-02-27,1,30,663,49,232,9.92,Approved,Quotes,495,2024-03-01,,
45999,2024-02-22,3,24,11,55,983,34.39,Approved,Contract,318,2024-02-27,PO-450492,CTR-2023-8664
46000,2024-02-05,1,27,548,12,536,37.62,Approved,RFP,316,2024-02-14,PO-989977,
46001,2024-02-10,2,12,58,96,510,325.23,Approved,Emergency,509,2024-02-11,,CTR-2024-4173
46002,2024-02-18,3,14,989,46,772,125.79,Approved,RFP,901,2024-02-24,PO-478920,
46003,2024-02-18,3,39,229,19,586,86.73,Approved,Quotes,391,2024-02-19,,CTR-2024-2466
46004,2024-02-09,1,28,178,45,118,214.37,Approved,RFP,27,2024-02-15,,
46005,2024-02-06,2,28,64,86,334,223.76,Approved,RFP,852,2024-02-16,PO-779942,
46006,2024-02-18,1,39,646,59,959,109.54,Pending,Quotes,,,PO-332935,
46007,2024-02-13,3,32,493,64,646,191.29,Approved,Quotes,454,2024-02-24,PO-941273,
46008,2024-02-12,1,20,162,36,78,225.8,Approved,Contract,255,2024-02-24,PO-989645,CTR-2025-3358
46009,2024-02-10,2,22,35,12,917,64.0,Approved,Contract,460,2024-02-24,,CTR-2025-5750
46010,2024-02-05,3,36,98,94,212,195.85,Approved,RFP,572,2024-02-10,,
46011,2024-02-14,2,22,501,4,329,87.58,Approved,RFP,922,2024-02-26,PO-155569,
46012,2024-02-19,1,10,82,39,955,197.41,Approved,Quotes,805,2024-02-28,PO-572198,
46013,2024-02-21,3,20,389,41,278,277.14,Approved,Quotes,412,2024-03-04,PO-437720,
46014,2024-02-06,2,29,583,67,172,156.43,Approved,RFP,190,2024-02-07,PO-527783,
46015,2024-02-23,1,23,449,16,535,215.97,Pending,Contract,,,PO-747918,CTR-2024-3385
46016,2024-02-27,3,31,820,42,857,87.46,Approved,Quotes,833,2024-03-12,,CTR-2024-5576
46017,2024-02-24,1,38,639,100,557,346.08,Approved,Quotes,495,2024-03-04,PO-879304,
46018,2024-02-02,3,21,952,64,453,112.21,Pending,Quotes,,,PO-700675,CTR-2020-3029
46019,2024-02-15,3,14,563,56,548,84.85,Approved,Emergency,133,2024-02-19,PO-991882,
46020,2024-02-21,2,28,256,52,24,79.51,Approved,Contract,647,2024-02-29,,CTR-2020-9919
46021,2024-02-02,2,38,673,90,485,10.28,Approved,RFP,876,2024-02-14,PO-516764,CTR-2024-4291
46022,2024-02-22,1,29,728,6,750,57.3,Approved,Quotes,81,2024-02-29,PO-193669,
46023,2024-02-13,2,19,440,30,176,340.69,Approved,RFP,637,2024-02-23,PO-295129,CTR-2023-6319
46024,2024-02-13,1,38,261,46,436,300.66,Pending,RFP,,,,
46025,2024-02-05,3,15,343,62,666,209.46,Approved,RFP,492,2024-02-15,,
46026,2024-02-04,3,20,826,80,63,163.62,Approved,RFP,142,2024-02-07,PO-843718,CTR-2024-4724
46027,2024-02-09,3,35,604,99,345,176.7,Approved,RFP,924,2024-02-21,PO-897488,CTR-2024-2290
46028,2024-02-06,2,37,700,62,983,294.55,Pending,Contract,,,,CTR-2023-1121
46029,2024-02-27,3,19,716,90,53,162.31,Approved,Quotes,376,2024-02-29,PO-242095,
46030,2024-02-23,3,23,702,49,244,83.85,Approved,RFP,424,2024-02-24,PO-528660,
46031,2024-02-15,1,31,989,16,823,16.94,Approved,RFP,698,2024-02-21,PO-202547,
46032,2024-02-14,3,11,712,28,710,23.79,Pending,Quotes,,,,
46033,2024-02-19,1,14,468,5,171,227.43,Approved,Quotes,100,2024-03-02,,
46034,2024-02-03,1,32,680,2,23,128.81,Approved,RFP,548,2024-02-17,PO-622063,
46035,2024-02-07,1,23,834,90,232,180.07,Approved,Quotes,339,2024-02-15,PO-164345,
46036,2024-02-07,3,34,262,69,771,263.03,Approved,RFP,677,2024-02-08,,
46037,2024-02-02,2,24,631,47,457,257.42,Approved,RFP,694,2024-02-10,PO-129169,CTR-2021-3567
46038,2024-02-26,2,17,196,72,357,323.69,Approved,RFP,748,2024-03-09,PO-772819,CTR-2024-6589
46039,2024-02-09,2,32,871,73,589,307.94,Pending,Contract,,,PO-278652,CTR-2025-3783
46040,2024-02-13,2,15,294,70,920,328.44,Pending,Quotes,,,PO-952447,
46041,2024-02-02,2,16,325,17,51,324.99,Approved,RFP,623,2024-02-03,PO-638241,
46042,2024-02-24,2,31,365,63,331,130.19,Approved,Contract,551,2024-02-25,,CTR-2025-3261
46043,2024-02-20,1,40,140,8,281,127.98,Approved,Contract,6,2024-02-25,PO-991010,CTR-2021-9689
46044,2024-02-27,2,10,446,44,993,269.72,Approved,Quotes,286,2024-03-02,PO-800293,CTR-2024-1094
46045,2024-02-24,3,17,779,59,596,120.54,Pending,RFP,,,,
46046,2024-02-15,3,38,819,100,202,148.15,Approved,Emergency,599,2024-02-17,PO-859882,
46047,2024-02-07,3,14,662,99,833,178.18,Approved,Quotes,711,2024-02-20,PO-934580,
46048,2024-02-20,3,32,451,65,614,123.11,Pending,RFP,,,PO-633868,
46049,2024-02-22,1,24,632,3,986,22.39,Approved,RFP,507,2024-02-25,PO-610601,
46050,2024-02-21,3,32,109,45,811,20.8,Approved,Quotes,515,2024-02-25,PO-196703,
46051,2024-02-19,1,11,750,32,792,22.8,Approved,Emergency,114,2024-02-25,PO-556199,
46052,2024-02-14,3,18,229,17,223,284.81,Approved,Contract,644,2024-02-21,PO-607464,CTR-2021-9152
46053,2024-02-02,2,20,155,34,874,59.48,Approved,RFP,717,2024-02-11,,
46054,2024-02-23,2,19,829,54,84,324.72,Approved,Contract,545,2024-02-25,PO-560300,CTR-2020-2407
46055,2024-02-17,1,36,261,47,475,138.08,Approved,Contract,324,2024-02-21,PO-946338,CTR-2020-4617
46056,2024-02-27,2,37,225,27,199,65.54,Approved,RFP,640,2024-03-08,PO-681282,CTR-2023-8550
46057,2024-02-23,2,30,530,55,622,171.63,Approved,RFP,366,2024-03-05,PO-212594,
46058,2024-02-11,2,35,290,82,578,116.86,Approved,Quotes,122,2024-02-22,,
46059,2024-02-05,3,26,870,79,851,190.95,Approved,RFP,188,2024-02-08,PO-797393,CTR-2021-1167
46060,2024-02-27,3,10,997,23,445,33.98,Approved,Quotes,199,2024-03-06,PO-549135,
46061,2024-02-02,3,14,76,56,646,302.81,Approved,RFP,378,2024-02-07,PO-127084,
46062,2024-02-20,3,39,713,39,789,223.75,Approved,RFP,89,2024-02-27,PO-942036,CTR-2023-9729
46063,2024-02-23,1,31,162,23,243,80.5,Approved,RFP,151,2024-03-04,PO-346669,
46064,2024-02-19,3,31,619,3,128,177.35,Approved,Quotes,699,2024-03-04,,CTR-2023-8948
46065,2024-02-18,1,13,89,58,580,27.48,Pending,Quotes,,,PO-195245,
46066,2024-02-12,1,38,590,15,955,132.08,Approved,RFP,256,2024-02-22,PO-461882,CTR-2022-1217
46067,2024-02-05,2,29,563,17,167,255.5,Rejected,Contract,218,2024-02-11,PO-662548,CTR-2024-5256
46068,2024-02-12,2,26,568,35,636,151.06,Approved,RFP,619,2024-02-24,,
46069,2024-02-12,2,17,479,39,703,249.57,Approved,RFP,972,2024-02-26,PO-776934,
46070,2024-02-23,3,17,371,21,92,302.82,Pending,Quotes,,,,CTR-2021-5160
46071,2024-02-21,2,28,235,51,355,180.07,Pending,Contract,,,PO-209510,CTR-2022-2490
46072,2024-02-02,1,18,372,16,122,240.44,Approved,RFP,756,2024-02-05,PO-403005,
46073,2024-02-01,1,23,581,11,474,358.51,Approved,RFP,645,2024-02-10,,
46074,2024-02-21,2,39,726,6,29,237.55,Approved,Quotes,849,2024-03-04,PO-820122,
46075,2024-02-10,3,14,416,21,947,191.04,Approved,RFP,619,2024-02-12,,
46076,2024-02-13,2,28,157,60,818,168.87,Approved,Quotes,639,2024-02-20,PO-572970,
46077,2024-02-21,1,26,377,88,531,265.96,Pending,Emergency,,,PO-189703,
46078,2024-02-05,1,31,772,59,633,192.54,Approved,Emergency,885,2024-02-10,,
46079,2024-02-08,3,11,93,63,446,134.3,Approved,Quotes,800,2024-02-10,PO-636929,
46080,2024-02-17,2,14,994,51,64,171.35,Approved,RFP,268,2024-02-27,PO-686862,CTR-2021-8343
46081,2024-02-06,3,20,623,62,956,45.71,Approved,RFP,78,2024-02-08,PO-654316,
46082,2024-02-27,3,27,761,43,588,312.92,Approved,Quotes,454,2024-03-11,PO-615987,
46083,2024-02-26,1,36,530,97,9,114.72,Pending,RFP,,,PO-689238,
46084,2024-02-22,2,13,572,10,148,282.01,Approved,RFP,41,2024-03-04,PO-880382,CTR-2023-4970
46085,2024-02-10,3,38,713,16,380,230.33,Approved,RFP,750,2024-02-21,PO-288341,CTR-2021-3238
46086,2024-02-11,3,15,885,74,482,173.17,Rejected,Quotes,177,2024-02-15,PO-776434,
46087,2024-02-14,2,39,936,99,690,297.29,Approved,Quotes,398,2024-02-15,,
46088,2024-02-27,3,21,851,78,134,116.81,Approved,Quotes,68,2024-03-11,,CTR-2022-4392
46089,2024-02-11,2,21,353,70,501,77.78,Approved,RFP,94,2024-02-23,PO-337831,
46090,2024-02-18,1,36,479,49,972,355.44,Approved,Quotes,890,2024-02-19,PO-729310,
46091,2024-02-06,3,40,422,87,148,246.45,Approved,Quotes,4,2024-02-11,PO-944515,
46092,2024-02-05,1,39,689,46,642,360.96,Approved,Quotes,36,2024-02-10,PO-715099,
46093,2024-02-14,2,19,546,40,608,279.24,Approved,RFP,191,2024-02-27,,CTR-2022-3005
46094,2024-02-06,1,17,958,6,262,112.28,Approved,Quotes,704,2024-02-10,PO-782888,
46095,2024-02-10,3,21,554,90,809,306.46,Approved,RFP,947,2024-02-19,PO-397042,
46096,2024-02-04,3,37,953,57,292,225.35,Approved,RFP,754,2024-02-14,PO-389198,
46097,2024-02-21,3,33,879,70,319,11.9,Pending,RFP,,,PO-845474,
46098,2024-02-20,2,18,99,51,86,350.58,Approved,Quotes,183,2024-03-02,,CTR-2021-6272
46099,2024-02-09,1,29,809,96,994,201.75,Approved,RFP,96,2024-02-21,,
46100,2024-02-13,3,27,617,45,6,37.25,Approved,Quotes,568,2024-02-15,PO-782124,
46101,2024-02-11,1,11,229,69,349,71.82,Approved,RFP,712,2024-02-23,PO-270121,
46102,2024-02-20,3,14,424,55,211,282.2,Approved,Quotes,851,2024-02-25,,CTR-2020-5089
46103,2024-03-02,3,10,625,74,548,258.18,Approved,Quotes,495,2024-03-03,PO-583185,
46104,2024-03-23,2,14,218,76,941,25.94,Rejected,RFP,778,2024-03-29,PO-879940,CTR-2024-4363
46105,2024-03-01,2,35,160,24,973,130.95,Approved,Contract,454,2024-03-12,PO-913095,CTR-2022-8104
46106,2024-03-17,3,17,104,61,827,186.66,Approved,Quotes,103,2024-03-20,PO-844838,CTR-2025-9381
46107,2024-03-12,2,14,990,82,552,179.01,Pending,Quotes,,,PO-222590,
46108,2024-03-04,1,12,438,81,343,289.41,Approved,RFP,611,2024-03-12,PO-250358,CTR-2024-6644
46109,2024-03-19,1,11,331,78,368,214.52,Approved,Contract,848,2024-03-20,,CTR-2023-6131
46110,2024-03-05,1,30,1,9,121,108.98,Rejected,RFP,123,2024-03-18,PO-702688,
46111,2024-03-07,1,38,29,28,596,276.26,Pending,Quotes,,,,
46112,2024-03-24,1,29,32,59,990,189.77,Approved,Quotes,979,2024-04-05,PO-331508,
46113,2024-03-27,2,16,730,15,952,25.89,Pending,Contract,,,PO-620563,CTR-2025-2472
46114,2024-03-25,1,13,366,18,711,5.86,Pending,Quotes,,,PO-975837,
46115,2024-03-19,3,22,871,22,605,0.6,Pending,RFP,,,,
46116,2024-03-17,3,38,58,38,831,262.14,Approved,Quotes,47,2024-03-19,PO-261584,CTR-2024-2835
46117,2024-03-18,3,19,213,77,488,257.9,Approved,Contract,31,2024-03-26,PO-492416,CTR-2020-4191
46118,2024-03-06,1,15,573,93,158,305.18,Pending,RFP,,,PO-363055,
46119,2024-03-24,2,10,765,13,352,172.54,Approved,Quotes,907,2024-04-03,PO-300624,
46120,2024-03-03,3,12,953,17,948,211.9,Approved,RFP,645,2024-03-07,,
46121,2024-03-05,2,22,750,19,789,81.24,Approved,Quotes,265,2024-03-15,,
46122,2024-03-27,3,14,183,46,640,306.13,Approved,RFP,690,2024-04-02,PO-127968,
46123,2024-03-12,3,21,691,15,197,114.79,Approved,Quotes,135,2024-03-18,PO-176013,
46124,2024-03-03,1,40,706,46,942,126.03,Approved,RFP,296,2024-03-06,PO-621622,
46125,2024-03-17,1,37,1,56,32,46.18,Approved,Quotes,250,2024-03-26,,CTR-2020-4240
46126,2024-03-10,2,11,594,42,772,211.94,Approved,Quotes,872,2024-03-23,,CTR-2022-7717
46127,2024-03-15,2,14,470,81,59,188.49,Approved,Quotes,810,2024-03-18,PO-609264,
46128,2024-03-19,1,14,775,59,767,79.4,Approved,Quotes,324,2024-03-23,PO-690358,
46129,2024-03-19,3,16,918,79,114,268.78,Approved,RFP,559,2024-03-23,PO-940428,CTR-2020-8845
46130,2024-03-22,3,22,826,70,550,86.43,Approved,RFP,342,2024-03-31,,
46131,2024-03-02,3,37,214,65,475,7.69,Approved,RFP,422,2024-03-07,,
46132,2024-03-21,2,15,801,38,942,294.03,Pending,Quotes,,,,
46133,2024-03-03,3,30,266,17,403,200.69,Rejected,Quotes,509,2024-03-13,PO-527216,CTR-2023-8978
46134,2024-03-08,1,32,124,30,774,89.34,Approved,Contract,429,2024-03-15,PO-318810,CTR-2024-5340
46135,2024-03-02,1,31,769,75,979,149.21,Pending,Quotes,,,PO-253070,
46136,2024-03-20,2,33,253,48,186,153.71,Approved,Contract,814,2024-03-31,,CTR-2024-2110
46137,2024-03-09,3,18,827,72,298,207.9,Approved,Quotes,549,2024-03-13,PO-288138,CTR-2022-6953
46138,2024-03-05,2,24,219,98,280,105.87,Approved,RFP,898,2024-03-11,PO-593500,
46139,2024-03-05,1,18,684,5,883,212.89,Approved,Quotes,231,2024-03-09,,
46140,2024-03-10,3,29,651,6,686,179.5,Approved,Quotes,335,2024-03-19,PO-947979,CTR-2021-4293
46141,2024-03-24,1,31,130,42,914,156.12,Approved,RFP,630,2024-04-02,PO-278420,
46142,2024-03-28,3,34,598,8,715,61.38,Approved,RFP,487,2024-04-01,,
46143,2024-03-04,3,11,583,26,520,316.82,Approved,RFP,1,2024-03-16,PO-425667,
46144,2024-03-20,3,33,914,26,903,326.41,Approved,RFP,381,2024-03-25,,
46145,2024-03-08,3,35,600,56,910,245.82,Approved,Contract,256,2024-03-10,,CTR-2020-4584
46146,2024-03-24,3,30,78,4,506,80.75,Approved,Contract,528,2024-04-04,,CTR-2021-8412
46147,2024-03-12,2,30,634,6,319,219.79,Approved,Contract,909,2024-03-21,PO-324042,CTR-2021-7167
46148,2024-03-23,3,29,822,12,822,79.63,Approved,Emergency,781,2024-03-27,PO-632759,CTR-2025-5914
46149,2024-03-09,1,30,837,52,232,142.56,Approved,RFP,221,2024-03-20,PO-177226,CTR-2024-6546
46150,2024-03-11,1,16,444,79,849,18.07,Pending,Quotes,,,,
46151,2024-03-09,3,40,763,58,598,115.65,Approved,Contract,668,2024-03-11,PO-951886,CTR-2025-4837
46152,2024-03-22,1,36,526,29,215,149.44,Pending,Quotes,,,PO-817504,
46153,2024-03-16,3,33,933,81,777,35.7,Approved,Quotes,316,2024-03-18,,
46154,2024-03-27,3,38,385,48,538,53.46,Approved,Quotes,300,2024-04-10,PO-970118,
46155,2024-03-23,1,34,358,93,608,211.49,Rejected,Quotes,61,2024-03-30,,
46156,2024-03-09,1,27,352,91,774,94.86,Approved,Emergency,187,2024-03-14,PO-147039,
46157,2024-03-10,2,38,449,48,479,257.02,Approved,Contract,199,2024-03-18,PO-909400,CTR-2022-2398
46158,2024-03-05,1,11,392,60,64,194.29,Pending,Contract,,,PO-380742,CTR-2021-8879
46159,2024-03-01,3,19,622,3,672,47.49,Pending,Contract,,,PO-274512,CTR-2024-7753
46160,2024-03-12,3,27,684,73,364,98.92,Approved,Contract,87,2024-03-26,PO-799328,CTR-2025-4827
46161,2024-03-06,1,22,321,88,282,5.4,Approved,Quotes,831,2024-03-12,PO-362316,
46162,2024-03-26,1,21,297,57,820,103.03,Approved,RFP,297,2024-04-05,PO-290449,
46163,2024-03-25,3,35,85,3,857,317.61,Approved,Quotes,914,2024-03-27,PO-531438,
46164,2024-03-25,2,38,185,88,45,208.66,Approved,Quotes,641,2024-04-07,PO-761408,
46165,2024-03-02,1,40,319,50,260,55.87,Approved,Quotes,588,2024-03-10,PO-226212,
46166,2024-03-08,1,15,825,78,824,138.41,Approved,RFP,843,2024-03-14,PO-587214,
46167,2024-03-05,1,37,552,80,492,314.31,Pending,Quotes,,,PO-887793,
46168,2024-03-06,3,38,90,39,165,38.15,Approved,RFP,590,2024-03-18,PO-760652,
46169,2024-03-18,3,25,393,96,458,274.21,Pending,Emergency,,,PO-268016,CTR-2021-1170
46170,2024-03-04,3,21,156,41,18,275.16,Pending,Quotes,,,PO-839124,
46171,2024-03-14,3,20,895,54,284,251.17,Approved,Emergency,2,2024-03-17,,
46172,2024-03-19,2,10,391,26,660,269.87,Approved,Quotes,1000,2024-03-23,,
46173,2024-03-21,1,15,505,21,203,294.15,Approved,Quotes,623,2024-03-27,,
46174,2024-03-13,1,37,89,82,747,270.59,Approved,Contract,428,2024-03-25,PO-123801,CTR-2025-5717
46175,2024-03-04,3,31,723,90,679,133.52,Approved,Emergency,870,2024-03-13,,CTR-2023-1049
46176,2024-03-18,1,36,601,79,164,243.6,Approved,RFP,979,2024-03-25,PO-486951,
46177,2024-03-29,3,16,19,65,783,126.26,Approved,RFP,208,2024-04-07,PO-873048,
46178,2024-03-04,2,24,716,96,399,295.6,Approved,Quotes,771,2024-03-12,PO-956712,
46179,2024-03-26,1,38,533,15,380,299.26,Approved,RFP,685,2024-04-07,PO-628498,CTR-2022-4913
46180,2024-03-23,2,21,112,68,70,253.74,Approved,Contract,321,2024-04-06,PO-482634,CTR-2020-6276
46181,2024-03-19,3,32,648,95,1,301.17,Approved,RFP,828,2024-03-26,,
46182,2024-03-02,3,12,771,67,281,1.23,Pending,RFP,,,,
46183,2024-03-19,3,36,47,94,999,251.26,Approved,Quotes,229,2024-03-24,,
46184,2024-03-22,3,22,580,53,882,221.8,Approved,Quotes,806,2024-03-23,PO-929758,
46185,2024-03-10,2,27,408,50,797,84.25,Approved,RFP,734,2024-03-23,PO-555311,
46186,2024-03-28,1,21,485,18,273,325.79,Approved,RFP,579,2024-04-04,PO-633202,CTR-2022-3458
46187,2024-03-04,3,16,387,2,610,16.21,Approved,RFP,630,2024-03-17,,
46188,2024-03-11,3,32,175,81,316,316.83,Approved,RFP,279,2024-03-14,PO-663401,CTR-2021-3497
46189,2024-03-16,3,26,595,90,964,223.56,Approved,Contract,472,2024-03-24,,CTR-2021-5222
46190,2024-03-07,3,21,818,77,557,180.04,Approved,RFP,694,2024-03-18,PO-540559,
46191,2024-03-06,1,27,633,78,619,304.19,Approved,RFP,930,2024-03-15,,CTR-2021-9526
46192,2024-03-05,1,24,537,19,426,185.1,Approved,Contract,426,2024-03-14,PO-103749,CTR-2023-8411
46193,2024-03-23,1,15,754,44,187,270.38,Approved,Quotes,758,2024-03-30,,
46194,2024-03-15,1,27,138,56,809,157.94,Approved,RFP,53,2024-03-29,PO-359125,
46195,2024-03-27,1,33,672,73,336,263.45,Approved,Emergency,288,2024-04-05,,CTR-2020-6532
